sentence,label
what if you need to obtain a new credit card,new_card
tell me how to apply for an american express card,new_card
can i get a brand new card please,new_card
"i would like to apply for a air canada card visa, can you help me",new_card
show me the application for a visa card,new_card
can i apply for a discover card,new_card
when does my current job have the next official paid holiday,next_holiday
are there any holidays this month,next_holiday
when's the next federally recognized holiday,next_holiday
what's the next holiday,next_holiday
i need to know when my next day off is,next_holiday
how many days till we have off again,next_holiday
can you tell me what the next holiday is,next_holiday
check when the next day is i can go fishing will be,next_holiday
"when is our next free day, please",next_holiday
how many days until the next holiday arrives,next_holiday
play the next musical number,next_song
can you skip this song,next_song
change the song to the next one on this playlist,next_song
play the next song instead,next_song
skip this and go to the next song,next_song
please jump to the song that follows this one,next_song
can we skip this song,next_song
could you play the next song on this playlist,next_song
please play the next song,next_song
the next song should be played,next_song
"no, don't do that",no
negative for sure,no
that’s actually wrong,no
not really,no
that is a completely false statement,no
no thanks,no
that is untrue,no
that is false,no
i would have to say the answer to that is no,no
that's completely false,no
how healthy is stax chips,nutrition_info
can you show me the nutrition facts for grapes,nutrition_info
what's the nutritional info for french fries,nutrition_info
share the nutrition info for brownies with me,nutrition_info
what do you know to be the nutritional info for macaroni and cheese to be,nutrition_info
i want to see the nutritional content of the hamburger,nutrition_info
can you read to me the nutritional info for macaroni and cheese,nutrition_info
is it healthy to eat pizza,nutrition_info
how healthy are lunchables,nutrition_info
what are the nutrition facts of grilled chicken,nutrition_info
i need instructions on how to change my car's oil and what type i should buy,oil_change_how
how do i change the oil in my car,oil_change_how
find instructions on how to change my oil,oil_change_how
i intend to learn how to change oil,oil_change_how
i want a lesson on changing my oil,oil_change_how
do i need to go under the car to change oil,oil_change_how
what kind of oil does my car take and how do i do a change,oil_change_how
walk me through changing the oil on a tesla,oil_change_how
i don't know how to change my oil or what type i need,oil_change_how
how do i change my oil with the correct type,oil_change_how
tell me how i know when i need an oil change,oil_change_when
"the next time i change my oil, when should it be",oil_change_when
when should my oil get changed,oil_change_when
how many miles can i drive before changing my oil,oil_change_when
when is my car due for an oil change,oil_change_when
i really must know when should i get my oil changed next,oil_change_when
in how many miles do i need to schedule my oil change,oil_change_when
how soon should i have my oil changed,oil_change_when
what is the recommended time frame to change my oil,oil_change_when
my next oil change is when,oil_change_when
please order me a 7lb bag of world's best cat litter from targetcom,order
"i need you to order some more lysol for me,please",order
order everything that's on my list for shopping,order
can you order everything on my shopping list,order
i'm out of paper towels so will you order me some more,order
would you buy me a phone,order
i'd like to have everything on my shopping list,order
i need everything ordered on my shopping list,order
i want all the things on the shopping list,order
i do not have flour so will you order me some more,order
how can i order more checks for my regions bank account,order_checks
how do i get more checkbooks mailed to me,order_checks
i want to order some new checks because i ran out of them,order_checks
i don't have any checks left; please order some,order_checks
is it possible to make an order for more checkbooks for my chase bank account,order_checks
would you please order me more checkbooks for my b of t account,order_checks
is is possible to order more checkbooks for account ending in sequence 939392,order_checks
could you please mail me some checkbooks,order_checks
order some new checks to replace the ones i ran out of,order_checks
what is the process to get some more checkbooks mailed to me,order_checks
"can i still make changes to my order, or has it already been shipped",order_status
what is the status of my recent order,order_status
can you tell me if my last amazon order is coming today,order_status
is my package able to be tracked by you,order_status
track my package now please,order_status
has my ordered arrived,order_status
when can i expect to receive the order,order_status
could you please track my package,order_status
has the order that i placed arrived,order_status
can you give me a status update on my online order from amazon,order_status
are you able to help me pay my mortgage,pay_bill
i need to get help paying my gas bill,pay_bill
pay the electric bill,pay_bill
i need help to pay my electric bill,pay_bill
pay the cable bill with my visa card,pay_bill
can you help me pay a bill,pay_bill
please help me pay my cable bill,pay_bill
i need help paying my tuition bill,pay_bill
i'd really like to pay this bill,pay_bill
i'd like to pay my bill,pay_bill
when was i last paid,payday
when should another paycheck arrive,payday
remind me of the date of my last paycheck,payday
what day do i get paid next,payday
please give me the expected arrival date for my next paycheck,payday
what date is another paycheck due,payday
let me know when i'm going to be paid,payday
my next payday,payday
when will i recieve my next paycheck,payday
my next paycheck is available when,payday
i would like to replace the pin number for my retirement account,pin_change
i must change my pin number for my money market account,pin_change
i need help changing my pin,pin_change
go ahead and change the pin on my bank of america account to be 1234,pin_change
swap my amex pin to 1234,pin_change
change my pin to 1234 on account ending with digits 4994,pin_change
set my amex pin to 1234,pin_change
what do i need to do to change my abc bank account pin number,pin_change
"i'd like to change the pin on my savings account, please",pin_change
tell me how to change my pin number,pin_change
rock playlist please,play_music
pull up my shower playlist,play_music
play hey jude,play_music
i want to listen to music by the beatles,play_music
can you play your guitar right now,play_music
"play the song with the lyrics, ""baby shark, doo doo",play_music
look up my maroon 5 playlists; play it,play_music
play beatles,play_music
can you let me listen to elvis,play_music
"i want to listen to my maroon 5 playlist, play it for me",play_music
do i really need a plug converter when in london,plug_type
what plug type does greece use,plug_type
"when you go to germany, do you need a special converter for your plugs",plug_type
will i need to use a plug converter in el salvador,plug_type
to charge my phone in india will i need a plug converter,plug_type
will i need a plug converter for my electronics in amman,plug_type
can you tell me what kind of outlet plug there is over there,plug_type
is a plug converter required for haiti,plug_type
do visitors to japan need to use a socket converter,plug_type
will i need a socket converter when i go to france,plug_type
how many day of my vacation are left for the year,pto_balance
how many vacation days do i still get,pto_balance
how many vacation days have i accrued,pto_balance
how many days of vacation do i have,pto_balance
do i have any personal days left,pto_balance
how many pto days do i have for the year,pto_balance
how much pto do i have,pto_balance
hoe many vacation days are left for me,pto_balance
how many vacation days do i have to spend,pto_balance
how much time off do i have left,pto_balance
what do i need to do to request vacation time off,pto_request
where do i make a vacation request,pto_request
i'd like for their to be a pto request for me made for the dates june 4th to june 8th,pto_request
put in a pto request for me i want it for the ninth and the tenth of august,pto_request
"i need to set up a vacation request, what do i need to give you",pto_request
"could you submit a pto request for me from dates mar 3 to 9, please",pto_request
"could you submit a pto request for me for dates april 21 to 30, please",pto_request
"is it possible for me to take a pto for two days, starting february 7",pto_request
create for me a pto request for march 16-21,pto_request
"from december 22nd to the 25th, make me a pto request",pto_request
update on vacation request,pto_request_status
has my vacation request been denied or approved yet,pto_request_status
has my supervisor approved my vacation,pto_request_status
is my vacation approved yet,pto_request_status
give me the status of my vacation request,pto_request_status
has my request for vacation days been signed by my supervisor yet,pto_request_status
i need to know if my vacation was approved,pto_request_status
could you tell me what the status of my day off request is,pto_request_status
how's my day off request looking,pto_request_status
do you know if my vacation request went through,pto_request_status
how many vacation days have i consumed,pto_used
"go to my job portal, i'd like to know how many days off i have used",pto_used
can you count for me the total number of days off i have used,pto_used
how much vacation have i taken,pto_used
tell me how much pto i've used,pto_used
tell me the amount of pto i have used at this point,pto_used
what's the total pto i've used,pto_used
how many days have i taken off so far,pto_used
how much pto do i have used up,pto_used
what amount of pto have i taken,pto_used
can you find me a recipe for honey ham,recipe
what is a good beef recipe,recipe
please search for a chocolate fudge brownies recipe,recipe
i need to know how to make philly cheesesteaks,recipe
can you find a recipe on how to make chow mein,recipe
i need a vegi lasagna recipe,recipe
tell me how to make beef wellington,recipe
what are the steps i need to follow to make chewy rice krispies treats,recipe
how can i make chicken pot pie,recipe
what is needed you to cook apple pie,recipe
cash in rewards for my visa card,redeem_rewards
am i able to redeem my credit card points for an amazon gift card,redeem_rewards
how can i cash in my credit card points,redeem_rewards
do i have to contact someone to use my credit card points,redeem_rewards
can you explain to me how i ought to use my credit card points,redeem_rewards
can you help me begin the process of redeeming credit card points,redeem_rewards
what's the procedure to get cash back rewards on my visa,redeem_rewards
is a walmart gift card one of the things i can use my credit card points on,redeem_rewards
do i have enough credit card points to redeem a new appliance,redeem_rewards
do i have enough points to for a redemption,redeem_rewards
read what i added to the reminder list,reminder
tell me my reminders,reminder
my list of reminders is what,reminder
on my list of reminders is what,reminder
can you tell me what things i was trying to remember,reminder
read my reminders to me,reminder
can you remind me the things i was trying to remember,reminder
is there a reminder for my aa meeting on my list,reminder
please tell me everything on my list of reminders,reminder
is respond to the professor's email on my list of reminders,reminder
remind me to take out the garbage in the morning,reminder_update
can i set a reminder,reminder_update
set a reminder to go check the mail,reminder_update
remind me later,reminder_update
can you create a reminder,reminder_update
create a reminder for me to send flowers to my mom for mother's day,reminder_update
how about a reminder,reminder_update
remind me to call my mother saturday morning,reminder_update
i need to take out the trash please remind me,reminder_update
i want you to remind me of something,reminder_update
"i missed that last one, please repeat",repeat
repeat that please,repeat
would you repeat that,repeat
i did not hear you,repeat
i didn't catch that say it again,repeat
say it one more time,repeat
what was that last thing you said,repeat
"would you say that again, please",repeat
repeat what you just told me,repeat
can you please repeat that response,repeat
how long does it take to get a replacement credit card when your last one was stolen,replacement_card_duration
can i replace a stolen card soon,replacement_card_duration
what's the typical time it takes for a new card to arrive,replacement_card_duration
what date will my card be here,replacement_card_duration
when can i expect my new card to get here,replacement_card_duration
when will my card come,replacement_card_duration
how long will it take for me to get a new credit card to replace the one that was stolen,replacement_card_duration
how long will delivery of a new card take,replacement_card_duration
my last card was stolen and i want to know how long until i get my new one,replacement_card_duration
when can i expect my new card,replacement_card_duration
i'm pretty sure this charge is fraudulent,report_fraud
discover card reporting fraud,report_fraud
"i want to report fraudulent activity on my visa card, please",report_fraud
report fraudulent activity on my debit card,report_fraud
i suspect some suspicious activity,report_fraud
looks like someone made an unauthorized charge to nike on my account,report_fraud
i think my chase account has been compromised and fraud committed,report_fraud
i'd like to report a fraudulent charge from people's natural gas,report_fraud
i think there's fraud on my account,report_fraud
i'm afraid this charge on my account is fraud,report_fraud
i need to report a card that's been lost but i dont know how,report_lost_card
i lost my chase bank card and want it labeled as lost,report_lost_card
i need to report that my card is lost,report_lost_card
"my card is stolen, i need to report it",report_lost_card
i can't find my credit card and i want to report it as lost,report_lost_card
i have to report a lost visa card,report_lost_card
"i can't locate my mastercard and i want to report it as lost, please",report_lost_card
my visa was stolen,report_lost_card
report lost card to discover company,report_lost_card
can you help me report my lost card please,report_lost_card
go to default setting,reset_settings
change to factory settings now,reset_settings
change back to your initial settings please,reset_settings
reset the factory settings,reset_settings
please reset the factory settings,reset_settings
go back to your normal settings please,reset_settings
go back to the factory settings for this device,reset_settings
i'd like to revert to factory settings,reset_settings
i want to go back to the factory settings,reset_settings
you should reset your factory settings,reset_settings
make a reservation for tuesday at 7:00 pm at cielo for 2,restaurant_reservation
can you get me a table for 8 at johnnys,restaurant_reservation
can you set me up for a reservation for five at outback steakhouse on february 28th at seven pm,restaurant_reservation
can you make a reservation at the restaurant for tonight,restaurant_reservation
please reserve a table for two at rouge for 7:00 pm,restaurant_reservation
please make a reservation at ruth's steaks for a party of five at 7:00 pm under jack arnold,restaurant_reservation
i want to make a reservation for 8 pm at red robin for 3,restaurant_reservation
can you get me a table for two for 8:00 pm at parc,restaurant_reservation
can you get me a table for 4 at steve's,restaurant_reservation
make me a reservation for tomorrow at happys for four,restaurant_reservation
do people like chipotle,restaurant_reviews
what are the reviews for mountain mikes,restaurant_reviews
how are the reviews for spaghetti at the olive garden,restaurant_reviews
what's the reviews have to say about burger king,restaurant_reviews
does buffalo wild wings have good reviews,restaurant_reviews
what are the reviews like for zazie,restaurant_reviews
how are the donuts reviews at tgi,restaurant_reviews
tell me about the reviews for olive garden,restaurant_reviews
does outback steakhouse have good reviews,restaurant_reviews
how good are the ratings for pizza hut,restaurant_reviews
i am hungry and need a restaurant suggestion,restaurant_suggestion
are there any decent places to get seafood in seattle,restaurant_suggestion
do you know of any good mexican restaurants in seattle,restaurant_suggestion
show me 5-star dining establishments in nashville,restaurant_suggestion
"suggest a restaurant for me to eat tonight, please",restaurant_suggestion
could you locate me some good places in kentucky that serve sushi,restaurant_suggestion
find me a good spot for southern comfort food in los angeles,restaurant_suggestion
what are some good places to eat at,restaurant_suggestion
what's the best place for some thai in new york city,restaurant_suggestion
tell me where to go since i want to eat out tonight,restaurant_suggestion
what's the total number of points i earned so far with my chase rewards card,rewards_balance
my marriot rewards card has how much for a point total,rewards_balance
i have how many points on my amex right now,rewards_balance
how many points have been earned on my amex,rewards_balance
how many points are on my speedway card right now,rewards_balance
i need to hear how many points i've obtained on my capital one visa,rewards_balance
figure out my reward points for discovery card,rewards_balance
how many points do i have on my mastercard,rewards_balance
what is my wells fargo card's rewards balance,rewards_balance
what is the total amount of my starbucks rewards balance,rewards_balance
i need a 10 sided die rolled,roll_dice
please do a dice roll,roll_dice
6 sided dice roll,roll_dice
i need you to roll an 8 sided dice,roll_dice
roll dice please,roll_dice
i want to roll a dice,roll_dice
roll the dice,roll_dice
will you roll a 10 sided dice,roll_dice
i want to roll some dice,roll_dice
give me a random number between 1 and 6,roll_dice
how do i redirect my 401k,rollover_401k
can you help me with my 401k rollover since i got a new job,rollover_401k
"i have a new job, help me with my 401k rollover",rollover_401k
how do i rollover my 401k after i got a new job,rollover_401k
i switched companies and need to rollover my 401k,rollover_401k
"now that i have a new job, i need getting my 401k rolled over",rollover_401k
i just acquired a new job but i need help with my 401k rollover,rollover_401k
"i need to get some assistance figuring out how i can rollover my 401k, please",rollover_401k
"i got a new job, can you help me with my 401k rollover",rollover_401k
i nee to know how to transfer my 401k,rollover_401k
what is the routing number for royal,routing
could you tell me what my routing number from first republic is,routing
i need to know the routing number for my checking,routing
what's the routing number for my usaa account,routing
where do i find the routing number for usaa,routing
please tell me what my bank routing number is,routing
how can i find my routing number from bank of america,routing
what's the routing number for my savings account,routing
i need to know the routing number for my wells fargo account,routing
can you tell me the routing number of wells fargo,routing
could you schedule car maintenance for me,schedule_maintenance
i need someone to look at my check engine light,schedule_maintenance
make an appointment to check my tires,schedule_maintenance
i need to schedule a car repair,schedule_maintenance
i need someone to look at my car because my check engine light is on,schedule_maintenance
can someone look at my car cause the check engine light is on,schedule_maintenance
where in sacramento ca i schedule maintenance on my car,schedule_maintenance
i have to schedule somewhere get my tires checked out,schedule_maintenance
schedule a time to get my oil changed,schedule_maintenance
i need to schedule some car maintenance,schedule_maintenance
"between 9:00 am and 11:00 am, are there meeting rooms available",schedule_meeting
how can you schedule a meeting for me,schedule_meeting
are any rooms free from 12 to 1,schedule_meeting
i need a meeting room at 2pm on friday,schedule_meeting
i have to meet with sam at 9:00am in two days,schedule_meeting
i need you to schedule a meeting with bob brown at noon the day after tomorrow,schedule_meeting
help me get a meeting set up,schedule_meeting
i'd like to pencil in a meeting with seth at 11am,schedule_meeting
can i book a meeting room from 2:00 pm to 3:00 pm,schedule_meeting
set a meeting with tom for 5:30 tomorrow,schedule_meeting
i would like to share my location with my mom,share_location
share my gps location with steve,share_location
let lucy know my gps coordinates,share_location
let randy and travis know where i'm at,share_location
please let my mom and dad know my location,share_location
please show me how to share my location with noel,share_location
let shih chieh see my location,share_location
let ben and jerry know where i am,share_location
tell base camp my gps coordinates,share_location
i need to share my location with trey,share_location
do i need milk at the store,shopping_list
what did i write down on my shopping list this time,shopping_list
can you tell me whats on my shopping list,shopping_list
what did i put on my shopping list,shopping_list
what do i need to go shopping for,shopping_list
what kind of items are on my shopping list,shopping_list
what did i put on my shopping list so far,shopping_list
does my shopping list include apples right now,shopping_list
can you tell me what i have on my shopping list,shopping_list
read my shopping list to me,shopping_list
put carrots on my shopping list,shopping_list_update
delete fries from shopping list,shopping_list_update
take fresh carrots off my shopping list,shopping_list_update
"on my shopping list, remove bread and add milk",shopping_list_update
i want you to remove shampoo from my shopping list,shopping_list_update
put milk on my shopping list cause i'm out of it,shopping_list_update
"do i have bananas on my list, if not please put them on the list",shopping_list_update
add soda on my shopping list and remove carrots,shopping_list_update
can you take frozen food of my shopping list,shopping_list_update
add cherrios to the shopping list,shopping_list_update
make the temperature 78 in here,smart_home
lock all the doors,smart_home
what is my ac set to right now,smart_home
check to see who is at the doof,smart_home
who is knocking,smart_home
turn lights on in my bedroom,smart_home
dim the main lights please,smart_home
please set the temperature to 70,smart_home
remember to lock the doors,smart_home
i would appreciate it if you help me turn the car on,smart_home
count the number of the letter a in happiness,spelling
i don't know how to spell apparently,spelling
how do you spell guerrilla,spelling
i'd like to know how acommodate is spelled,spelling
how do you spell tomato,spelling
i am not sure how to spell punctuation,spelling
the word 'you' got how many letters,spelling
how can i spell avocado,spelling
how do you spell syzygy,spelling
what's the spelling of multimedia,spelling
how much have i spent on food in the past week,spending_history
have i been spending more money at restaurants,spending_history
i need to know what i spend on utilities for the last year,spending_history
what chunk of my income have i spent on rent this year,spending_history
i need to know what i have spent on food recently,spending_history
what's the amount of money i spent yesterday,spending_history
have i been spending a lot on roast beef lately,spending_history
how much did i spend last week,spending_history
please tell me how much i have spent recently,spending_history
i spent a lot on vacations recently,spending_history
you must connect to my phone,sync_device
please unsync from my phone,sync_device
i need for you to connect to my phone,sync_device
could you unsync my phone please,sync_device
desync from my phone,sync_device
please connect with my phone,sync_device
i wanna disconnect from my phone,sync_device
i would like to pair this with my new phone,sync_device
do you have access to my phone,sync_device
please get off my phone,sync_device
what do i owe in federal taxes,taxes
how much do i pay in tax,taxes
how much money am i going to lose this year for state taxes,taxes
how much are my state taxes,taxes
what do i pay in taxes,taxes
what can i expect to pay in taxes,taxes
tell me what the tax amount is,taxes
what amount do i have to pay in taxes,taxes
how much as my taxes by the way,taxes
"how much do i pay in taxes, please",taxes
tell me a joke about cows,tell_joke
give me a joke about horses,tell_joke
would you like to tell me a joke,tell_joke
tell me something funny about rats,tell_joke
say something hilarious,tell_joke
i need to know somthing funny,tell_joke
do you know anything funny about cats,tell_joke
tell me something funny about animals,tell_joke
can you make me laugh,tell_joke
can you tell me something funny,tell_joke
text billy and tell him to be at monday's meeting at 3pm,text
please send a text,text
text sal and tell them hi,text
text my friend for me and tell them to meet me later,text
text mom i'll talk to you later,text
text robby hello,text
text bill and tell him i'll be 30 minutes late,text
text matt and tell him i will be late tonight,text
text william and ask him to pick up organic apples tonight,text
can you tell bob to get his dog via text,text
i wish you were here earlier,thank_you
i really thank you,thank_you
gracias,thank_you
i am very grateful,thank_you
good job with assisting me,thank_you
oh sweet thanks,thank_you
"nice, excellent!",thank_you
you've been a great help,thank_you
thank you for helping me,thank_you
thanks for your response,thank_you
can you tell me the current time in the pacific timezone,time
"what is the current time, please",time
i am needing to know the current time in the eastern timezone,time
"what time is it in houston, tx",time
what's the current time in est,time
what time is it now,time
tell me what time it is right now,time
what hour and minute is it,time
what is the exact time right now in the hawaii time zone,time
"what is the time in sydney, australia",time
set up a timer,timer
i gotta set a timer,timer
set timer for 5 minutes,timer
can you please the timer,timer
i want a timer for 5 minutes,timer
start a countdown for 20 minutes,timer
lets set a timer for me,timer
please run a timer for me,timer
i need a timer set for 15 minutes,timer
want 5 minute timer,timer
time zone in miami is what like,timezone
what time zone are we currently in,timezone
what timezone is viet nam in,timezone
nigeria is in which time zone,timezone
what's the timezone for san diego,timezone
"if you're in melbourne, what timezone are you in",timezone
could you tell me what timezone reno is in,timezone
timezone of cuba,timezone
the timezone of italy is what,timezone
i need to know what timezone ireland is in,timezone
"i got my new tires a month ago, when should i replace them",tire_change
how is the tread on my tires,tire_change
how many times a year should i change my tires,tire_change
i replaced my tires last year when should i replace my tires again,tire_change
when's the next time i should change my tires,tire_change
tell me how i can tell if my tires need to be changed,tire_change
how many more miles can i drive before changing my tires,tire_change
when will i need to change my tires again,tire_change
"if i replaced my tires on labor day, when should i next replace them",tire_change
when should i get new tires,tire_change
tell me how low the air in my tires are,tire_pressure
whats the pressure like in my tires,tire_pressure
air amount in tires,tire_pressure
do i need to inflate my tires,tire_pressure
are my tires full or low,tire_pressure
are my tires low,tire_pressure
tell me my car's tire pressure level,tire_pressure
are my tires good on pressure,tire_pressure
are my tires under-inflated,tire_pressure
what's the amount of air in my tires right now,tire_pressure
is cleaning the toilet on my to-do list,todo_list
read back my to do list,todo_list
can i hear the complete to do list just dictated,todo_list
what have i got on my to-do list,todo_list
do i have get an oil change on my todo list,todo_list
will an oil change be on my to-do list tomorrow,todo_list
do i have an item on my todo list related to shopping,todo_list
can you tell me my to do list,todo_list
go ahead and say all of the points on my list of to-do's please,todo_list
check my to do list to see if jewelry repair is listed,todo_list
please put my acupuncture appointment on my to list,todo_list_update
i need to include a stop at the pharmacy to the list of things to do,todo_list_update
i want you to clear out my to do list,todo_list_update
put clean stovetop on my list of reminders,todo_list_update
please put cleaning on my list of things to do,todo_list_update
i'd like you to remove throw away dvds off my todo list,todo_list_update
take everything off my todo list,todo_list_update
to my domestic task list please add paint kitchen,todo_list_update
erase all items on my todo list,todo_list_update
"on my list of things to do, add cleaning",todo_list_update
is traffic bad on my way to the next mcdonalds,traffic
how bad is city traffic in miami on friday's at 5 pm,traffic
how bad is the traffic,traffic
tell me what the traffic is like on the way to phoenix,traffic
what's the traffic like on the way to the amusement park,traffic
is there traffic on dove road,traffic
will there be traffic on the way to walmart,traffic
give me the traffic at lexington,traffic
how's traffic en route to virginia,traffic
what's the traffic like on my way to the terminal,traffic
help me get access to my recent transaction history,transactions
can i see my transactions from yesterday,transactions
i want to see my entertainment transactions,transactions
show me the last month of transactions,transactions
please tell me my in-person transactions for the last three days using my debit card,transactions
how expensive was my most recent transaction,transactions
show me the transaction on the food,transactions
i need some information on a recent transaction,transactions
what did i spend at target on my barclays card last month,transactions
i need to know all the recent transactions i've made,transactions
i want to initiate a transfer from one account to the other,transfer
i need ten dollars sent from b of a to washington mutual,transfer
please transfer $50 to my checking account from credit,transfer
send 100 dollars from checking to savings,transfer
send 100 dollars between bank of the west and bank of america acccounts,transfer
i have to transfer ten dollars from my bank of america account to my capital one account,transfer
i need to transfer from one account to my second one,transfer
i would like to transfer from one account to my second one,transfer
send over a hundred dollars from huntington into saving,transfer
transfer $20000 from my savings account to checking account,transfer
how would i say thank you if i were russian,translate
can you translate milk into spanish for me,translate
translate for me hello into french,translate
"how do they say ""how's it going"" in swahili",translate
how would i say goodbye if i were norwegian,translate
what words would i use to tell someone i am lost if i were japanese,translate
what is the correct way to say 'i am a visitor' in french,translate
how could i say twin in chinese,translate
"how do they say ""who is your father"" in german",translate
can you translate where's the bar into irish for me,translate
look for travel alerts for china,travel_alert
are there any alerts for traveling in belize,travel_alert
i'd like to see if there's a travel alert for the country,travel_alert
list of countries with travel alerts,travel_alert
is traveling to dublin safe (will dublin be safe),travel_alert
are there any travel alerts for china,travel_alert
is there a travel alert for spain,travel_alert
what alerts are listed for traveling to paris,travel_alert
is there a travel alert for russia,travel_alert
any travel advisories for portugal,travel_alert
i need to let my bank know i am visiting asia soon,travel_notification
alert my bank and tell them that i'm travelling to paris,travel_notification
let my bank know i will be travelling to the cayman islands,travel_notification
alert my bank and let them know that i'm travelling to stockholm,travel_notification
"i am going to asia in a bit, i should tell the bank",travel_notification
i'll soon be travelling internationally; could you let my bank know,travel_notification
im going to be in jamaica from october 4th until october 8th,travel_notification
tell my bank i will be travelling to the caribbean,travel_notification
alert my bank and let them know i'm travelling to japan,travel_notification
i need to let my bank know i am traveling to chicago,travel_notification
is there anything fun to do in berlin,travel_suggestion
what is there to do besides drink in germany,travel_suggestion
what could i do for fun in kentucky,travel_suggestion
what are some things i can do in portland,travel_suggestion
can you get me any recommendations for the place i'm traveling to,travel_suggestion
what experiences does kentucky offer,travel_suggestion
what can a tourist in denver do,travel_suggestion
what festivals are there to see in paris,travel_suggestion
what kinds of fun touristy things are there to do in boston,travel_suggestion
what are some activities to do in chicago,travel_suggestion
get me an uber to chilis,uber
i need an uber to the sears tower,uber
set me up with an uber,uber
"uber, i have 3 people who are going to union station",uber
can i get an uber to union station for 3 riders,uber
please get me an uber to get to the movies,uber
can i get an uber for 2 home,uber
"i would like an uber going to the train station, please",uber
i'm going to need an uber to take 4 people to the mall,uber
schedule an uber for 3 to go to the airport,uber
could you put broken by evanescense to my playlist,update_playlist
i wanna add help! by the beatles to my playlist,update_playlist
add this song to my top 40 playlist,update_playlist
put smooth operator by sade on my playlist,update_playlist
put this song on my edm playlist,update_playlist
could you insert broken by evanescence to my music,update_playlist
list happy on my rb playlist,update_playlist
add yosemite to my rap playlist,update_playlist
will you add what i'm listening to to my dinner playlist,update_playlist
can you put smooth operator by sade on my playlist,update_playlist
what name do you use when addressing me,user_name
what will you refer to me as,user_name
what might my name be,user_name
how do you usually refer to me,user_name
what's my name in your system,user_name
what do you say for my name,user_name
what is the name you have listed for my identity,user_name
can you tell me what your refer to me as,user_name
"what's the name that you have for me, please",user_name
tell me what you believe my name to be,user_name
is it recommended to get any specific shots before i travel to norway,vaccines
are there any shots i should get before going to south africa,vaccines
i'm going to india do i need some shots,vaccines
what shots do i need before heading to france,vaccines
"i'm going to south africa, so should i get some vaccinations or anything",vaccines
are there any mandatory shots that i must get before my trip to jamaica,vaccines
which countries require vaccinations before entering for travel,vaccines
before i leave for mexico should i get some more vaccinations,vaccines
what are the recommended shots to get before i travel to england,vaccines
please tell me what shots i am required to get to travel to india,vaccines
who has the tax form that has my wage informaton,w2
provide me assistance on where to go to get my w2 for tax reasons,w2
where can i get a w2 form,w2
can you tell me where to get a w2,w2
where can i obtain a w2 form,w2
can i get a w2 form online,w2
how do i get a w2,w2
is my w2 available at the post office,w2
i need to get a hold of my w-2 right now,w2
where could i locate a w2 form from,w2
is sparks experiencing bad weather right now,weather
tell me this week's forecast,weather
what is today's high temperature predicted to be,weather
what is the weather report for seattle,weather
what will the weather be this weekend,weather
what's the climate like in chicago,weather
what's the forecast like for pittsburgh,weather
what's the temperature outside,weather
what is the weather going to be like,weather
what are the atmospheric conditions in sparks,weather
lets talk about your hobbies,what_are_your_hobbies
i want to know if you have hobbies,what_are_your_hobbies
what types of hobbies do you enjoy,what_are_your_hobbies
what do you like to do when you're not working,what_are_your_hobbies
what hobbies do you do,what_are_your_hobbies
let's talk about your hobbies,what_are_your_hobbies
what do you like to do when you have spare time,what_are_your_hobbies
what are you hobbies,what_are_your_hobbies
can you describe your hobbies to me,what_are_your_hobbies
what you do at the free time,what_are_your_hobbies
what topics can i ask you about,what_can_i_ask_you
what are you able to help me with,what_can_i_ask_you
what kind of questions are you good at answering,what_can_i_ask_you
what type of questions are you partial to that i can ask you,what_can_i_ask_you
what kinds of things are you knowledgable about,what_can_i_ask_you
what sorts of subjects are you well versed in,what_can_i_ask_you
what kind of questions may i ask you,what_can_i_ask_you
i need to know what kind of things you can help with,what_can_i_ask_you
tell me the subjects you're aware of,what_can_i_ask_you
which types of questions may i ask you,what_can_i_ask_you
"when referring to you, what name should i use",what_is_your_name
tell me what name to use to refer to you,what_is_your_name
what name should i use to address you,what_is_your_name
what name should i use to call for you,what_is_your_name
and what would your name be,what_is_your_name
what did your friends call you,what_is_your_name
what is the ai's name,what_is_your_name
what would you like to be called,what_is_your_name
what's your designation,what_is_your_name
i'd like to know what to call you,what_is_your_name
what's the song they are playing for us right now,what_song
who sang this song,what_song
tell me this song's name,what_song
what's this track,what_song
can you look up the name of this song,what_song
what is this song,what_song
"name this song, please",what_song
can you tell me this song,what_song
what's the name of the current song,what_song
which song is this,what_song
where are your origins located,where_are_you_from
in what state were you born,where_are_you_from
would you care to let me know where you were made,where_are_you_from
can you tell me where you were born,where_are_you_from
"when you were a child, where did you live",where_are_you_from
in which place were you made,where_are_you_from
what country do you consider yourself a citizen of,where_are_you_from
what town were you born in,where_are_you_from
were you born in a hospital,where_are_you_from
what is your native home,where_are_you_from
can you please lower the volume please,whisper_mode
let's use whisper voice,whisper_mode
would you mind switching to whisper mode,whisper_mode
i need you to go into whisper mode,whisper_mode
make sure to set yourself to whisper mode before i go to the movie,whisper_mode
could you please get out of whisper mode,whisper_mode
i think we should whisper,whisper_mode
whisper mode off,whisper_mode
change mode to whisper,whisper_mode
engage whisper mode now,whisper_mode
who directs your labor,who_do_you_work_for
who are they that you work for,who_do_you_work_for
are you paid by somebody,who_do_you_work_for
what organization do you work for,who_do_you_work_for
who is the person u work for,who_do_you_work_for
if you had to say who you worked for who would it be,who_do_you_work_for
what is your boss's name,who_do_you_work_for
do you work for anyone else,who_do_you_work_for
